Accession	Segment	Strain	Virus	Author	Publication_Title	Journal	Database
AM410041	HEF	Influenza C virus (C/Johannesburg/1/66)	influenzaC	Crescenzo-Chaigne,B. and van der Werf,S.	Rescue of influenza C virus from recombinant DNA	J. Virol. 81 (20), 11282-11289 (2007)	NCBI Virus, Genbank
AY880247	HEF	Influenza C virus (C/Johannesburg/1/66)	influenzaC	Hanika,A., Larisch,B., Steinmann,E., Schwegmann-Wessels,C., Herrler,G. and Zimmer,G.	Use of influenza C virus glycoprotein HEF for generation of vesicular stomatitis virus pseudotypes	Unpublished	NCBI Virus, Genbank
M17868	HEF	Influenza C virus	influenzaC	Pfeifer,J.B. and Compans,R.W.	Structure of the influenza C glycoprotein gene as determined from cloned DNA	Virus Res. 1 (4), 281-296 (1984)	NCBI Virus, Genbank
AB035358	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Mizuta,K., Kimura,H., Sugawara,K., Tsuchiya,E., Suzuki,H., Hongo,S. and Nakamura,K.	Characterization of antigenically unique influenza C virus strains isolated in Yamagata and Sendai cities, Japan, during 1992-1993	J. Gen. Virol. 81 (PT 6), 1447-1452 (2000)	NCBI Virus, Genbank
AB035359	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Mizuta,K., Kimura,H., Sugawara,K., Tsuchiya,E., Suzuki,H., Hongo,S. and Nakamura,K.	Characterization of antigenically unique influenza C virus strains isolated in Yamagata and Sendai cities, Japan, during 1992-1993	J. Gen. Virol. 81 (PT 6), 1447-1452 (2000)	NCBI Virus, Genbank
MH828688	HEF	Influenza C virus	influenzaC	Lu,L., Robertson,G., Ashworth,J., Pham Hong,A., Shi,T., Ivens,A., Thwaites,G., Baker,S. and Woolhouse,M.	Epidemiology and Phylogenetic Analysis of Viral Respiratory Infections in Vietnam	Front Microbiol 11, 833 (2020)	NCBI Virus, Genbank
MZ330881	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330895	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330888	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330944	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330909	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330958	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330916	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330951	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ331000	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330965	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330972	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330979	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330986	HEF	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MK480592	HEF	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
LC122667	HEF	Influenza C virus (C/Yamagata/1/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC122671	HEF	Influenza C virus (C/Yamagata/28/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB899781	HEF	Influenza C virus (C/Yamagata/4/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Abiko,C., Ikeda,T., Aoki,Y., Mizuta,K., Katsushima,N., Katsushima,F., Katsushima,Y., Itagaki,T., Shimotai,Y., Hongo,S., Muraki,Y. and Nishimura,H.	Epidemiological information regarding the periodic epidemics of influenza C virus in Japan (1996-2013) and the seroprevalence of antibodies to different antigenic groups	J. Clin. Virol. 61 (1), 87-93 (2014)	NCBI Virus, Genbank
LC122669	HEF	Influenza C virus (C/Yamagata/7/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
JX080409	HEF	Influenza C virus (C/Alberta/2921/2011)	influenzaC	Pabbaraju,K., Wong,S., Wong,A., May-Hadford,J., Tellier,R. and Fonseca,K.	Detection of influenza c virus by a real-time RT-PCR assay	Unpublished	NCBI Virus, Genbank
JX080412	HEF	Influenza C virus (C/Alberta/4753/2011)	influenzaC	Pabbaraju,K., Wong,S., Wong,A., May-Hadford,J., Tellier,R. and Fonseca,K.	Detection of influenza c virus by a real-time RT-PCR assay	Unpublished	NCBI Virus, Genbank
JX080414	HEF	Influenza C virus (C/Alberta/10161/2011)	influenzaC	Pabbaraju,K., Wong,S., Wong,A., May-Hadford,J., Tellier,R. and Fonseca,K.	Detection of influenza c virus by a real-time RT-PCR assay	Unpublished	NCBI Virus, Genbank
JX080413	HEF	Influenza C virus (C/Alberta/4941/2011)	influenzaC	Pabbaraju,K., Wong,S., Wong,A., May-Hadford,J., Tellier,R. and Fonseca,K.	Detection of influenza c virus by a real-time RT-PCR assay	Unpublished	NCBI Virus, Genbank
HM748633	HEF	Influenza C virus (C/Catalonia/1457/2009)	influenzaC	Anton,A., Marcos,M.A., Codoner,F.M., de Molina,P., Martinez,A., Cardenosa,N., Godoy,P., Torner,N., Martinez,M.J., Ramon,S., Tudo,G., Isanta,R., Gonzalo,V., Jimenez de Anta,M.T. and Pumarola,T.	Influenza C virus surveillance during the first influenza A (H1N1) 2009 pandemic wave in Catalonia, Spain	Diagn. Microbiol. Infect. Dis. 69 (4), 419-427 (2011)	NCBI Virus, Genbank
HM748634	HEF	Influenza C virus (C/Catalonia/2588/2010)	influenzaC	Anton,A., Marcos,M.A., Codoner,F.M., de Molina,P., Martinez,A., Cardenosa,N., Godoy,P., Torner,N., Martinez,M.J., Ramon,S., Tudo,G., Isanta,R., Gonzalo,V., Jimenez de Anta,M.T. and Pumarola,T.	Influenza C virus surveillance during the first influenza A (H1N1) 2009 pandemic wave in Catalonia, Spain	Diagn. Microbiol. Infect. Dis. 69 (4), 419-427 (2011)	NCBI Virus, Genbank
CY239417	HEF	Influenza C virus (C/Minnesota/01/2014)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239427	HEF	Influenza C virus (C/Minnesota/05/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239418	HEF	Influenza C virus (C/Minnesota/01/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239421	HEF	Influenza C virus (C/Minnesota/02/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239422	HEF	Influenza C virus (C/Minnesota/03/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239465	HEF	Influenza C virus (C/Minnesota/03/2014)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239471	HEF	Influenza C virus (C/Minnesota/28/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239475	HEF	Influenza C virus (C/Minnesota/30/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239442	HEF	Influenza C virus (C/Minnesota/14/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239469	HEF	Influenza C virus (C/Minnesota/27/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239440	HEF	Influenza C virus (C/Minnesota/13/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239477	HEF	Influenza C virus (C/Minnesota/31/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239461	HEF	Influenza C virus (C/Minnesota/25/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239452	HEF	Influenza C virus (C/Minnesota/20/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239463	HEF	Influenza C virus (C/Minnesota/26/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239467	HEF	Influenza C virus (C/Minnesota/04/2014)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239479	HEF	Influenza C virus (C/Minnesota/32/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239484	HEF	Influenza C virus (C/Minnesota/01/2016)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239430	HEF	Influenza C virus (C/Minnesota/07/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239444	HEF	Influenza C virus (C/Minnesota/15/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239438	HEF	Influenza C virus (C/Minnesota/12/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239428	HEF	Influenza C virus (C/Minnesota/06/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
CY239436	HEF	Influenza C virus (C/Minnesota/10/2015)	influenzaC	Shu,B., Brian,L. and Lindstrom,S.	Influenza Sequencing Activity group	Unpublished	NCBI Virus, Genbank
LC122674	HEF	Influenza C virus (C/Miyagi/2/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC013254	HEF	Influenza C virus (C/Yamagata/13/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC013255	HEF	Influenza C virus (C/Yamagata/14/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC013261	HEF	Influenza C virus (C/Yamagata/35/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC013257	HEF	Influenza C virus (C/Yamagata/16/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
MK480578	HEF	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
LC630941	HEF	Influenza C virus	influenzaC	Matsuzaki,Y. and Shimotai,Y.	Epidemiology of influenza C viruses isolated in Yamagata, Japan	Unpublished	NCBI Virus, Genbank
LC603648	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Shimotai,Y., Kadowaki,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Growth Kinetics of Influenza C Virus Antigenic Mutants That Escaped from Anti-Hemagglutinin Esterase Monoclonal Antibodies and Viral Antigenic Changes Found in Field Isolates	Viruses 13 (3), 401 (2021)	NCBI Virus, Genbank
AB899779	HEF	Influenza C virus (C/Yamagata/14/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Abiko,C., Ikeda,T., Aoki,Y., Mizuta,K., Katsushima,N., Katsushima,F., Katsushima,Y., Itagaki,T., Shimotai,Y., Hongo,S., Muraki,Y. and Nishimura,H.	Epidemiological information regarding the periodic epidemics of influenza C virus in Japan (1996-2013) and the seroprevalence of antibodies to different antigenic groups	J. Clin. Virol. 61 (1), 87-93 (2014)	NCBI Virus, Genbank
AB219079	HEF	Influenza C virus (C/Yamagata/20/2004)	influenzaC	Matsuzaki,Y., Katsushima,N., Nagai,Y., Shoji,M., Itagaki,T., Sakamoto,M., Kitaoka,S., Mizuta,K. and Nishimura,H.	Clinical features of influenza C virus infection in children	J. Infect. Dis. 193 (9), 1229-1235 (2006)	NCBI Virus, Genbank
AB219080	HEF	Influenza C virus (C/Yamagata/21/2004)	influenzaC	Matsuzaki,Y., Katsushima,N., Nagai,Y., Shoji,M., Itagaki,T., Sakamoto,M., Kitaoka,S., Mizuta,K. and Nishimura,H.	Clinical features of influenza C virus infection in children	J. Infect. Dis. 193 (9), 1229-1235 (2006)	NCBI Virus, Genbank
LC122638	HEF	Influenza C virus (C/Yamagata/5/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC122639	HEF	Influenza C virus (C/Miyagi/4/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB099422	HEF	Influenza C virus (C/Saitama/3/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099426	HEF	Influenza C virus (C/Hiroshima/246/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099430	HEF	Influenza C virus (C/Hiroshima/251/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099429	HEF	Influenza C virus (C/Hiroshima/250/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
LC122640	HEF	Influenza C virus (C/Miyagi/11/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB899778	HEF	Influenza C virus (C/Yamagata/7/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Abiko,C., Ikeda,T., Aoki,Y., Mizuta,K., Katsushima,N., Katsushima,F., Katsushima,Y., Itagaki,T., Shimotai,Y., Hongo,S., Muraki,Y. and Nishimura,H.	Epidemiological information regarding the periodic epidemics of influenza C virus in Japan (1996-2013) and the seroprevalence of antibodies to different antigenic groups	J. Clin. Virol. 61 (1), 87-93 (2014)	NCBI Virus, Genbank
AB252153	HEF	Influenza C virus (C/Yamagata/3/2004)	influenzaC	Matsuzaki,Y., Abiko,C., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Suzuki,H., Mikawa,M., Shimada,S., Sato,K., Kuzuya,M., Takao,S., Wakatsuki,K., Itagaki,T., Hongo,S. and Nishimura,H.	A nationwide epidemic of influenza C virus infection in Japan in 2004	J. Clin. Microbiol. 45 (3), 783-788 (2007)	NCBI Virus, Genbank
LC122642	HEF	Influenza C virus (C/Miyagi/28/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC122643	HEF	Influenza C virus (C/Miyagi/31/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB252163	HEF	Influenza C virus (C/Hiroshima/4/2004)	influenzaC	Matsuzaki,Y., Abiko,C., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Suzuki,H., Mikawa,M., Shimada,S., Sato,K., Kuzuya,M., Takao,S., Wakatsuki,K., Itagaki,T., Hongo,S. and Nishimura,H.	A nationwide epidemic of influenza C virus infection in Japan in 2004	J. Clin. Microbiol. 45 (3), 783-788 (2007)	NCBI Virus, Genbank
LC122646	HEF	Influenza C virus (C/Miyagi/25/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB252161	HEF	Influenza C virus (C/Kanagawa/2/2004)	influenzaC	Matsuzaki,Y., Abiko,C., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Suzuki,H., Mikawa,M., Shimada,S., Sato,K., Kuzuya,M., Takao,S., Wakatsuki,K., Itagaki,T., Hongo,S. and Nishimura,H.	A nationwide epidemic of influenza C virus infection in Japan in 2004	J. Clin. Microbiol. 45 (3), 783-788 (2007)	NCBI Virus, Genbank
